"DF",00:00:03.754,00:00:03.950,00:00:00.196,"FP"
"DF",00:01:02.193,00:01:02.457,00:00:00.264,"FP"
"DF",00:01:45.680,00:01:48.950,00:00:03.270,"SUB"
"DF",00:02:00.290,00:02:00.868,00:00:00.578,"FP"
"DF",00:03:04.210,00:03:04.520,00:00:00.310,"FP"
"DF",00:04:38.850,00:04:39.720,00:00:00.870,"FP"
"DF",00:05:20.810,00:05:21.230,00:00:00.420,"FP"
"DF",00:05:25.373,00:05:25.700,00:00:00.327,"FP"
"Furhat",00:00:00.358,00:00:02.429,00:00:02.071,"greeting"
"Furhat",00:00:07.682,00:00:10.190,00:00:02.508,"no match 1st"
"Furhat",00:00:13.127,00:00:18.436,00:00:05.309,"give options"
"Furhat",00:00:21.749,00:00:22.464,00:00:00.715,"CR"
"Furhat",00:00:25.958,00:00:33.356,00:00:07.398,"ask education"
"Furhat",00:00:37.362,00:00:38.812,00:00:01.450,"ask positions"
"Furhat",00:00:42.906,00:00:45.686,00:00:02.780,"no match 1st"
"Furhat",00:00:48.933,00:00:52.537,00:00:03.604,"no match 2nd"
"Furhat",00:00:56.633,00:01:00.828,00:00:04.195,"no match 3rd"
"Furhat",00:01:07.995,00:01:11.869,00:00:03.874,"no match 3rd"
"Furhat",00:01:17.343,00:01:18.372,00:00:01.029,"no voice recognized 1st"
"Furhat",00:01:21.922,00:01:22.650,00:00:00.728,"CR"
"Furhat",00:01:24.988,00:01:28.806,00:00:03.818,"ask experience"
"Furhat",00:01:33.732,00:01:40.677,00:00:06.945,"ask open question"
"Furhat",00:01:55.137,00:01:59.319,00:00:04.182,"ask advice need"
"Furhat",00:02:11.587,00:02:21.169,00:00:09.582,"give options"
"Furhat",00:02:25.846,00:02:28.550,00:00:02.704,"no match 1st"
"Furhat",00:02:32.915,00:02:57.842,00:00:24.927,"give advice"
"Furhat",00:03:00.190,00:03:03.017,00:00:02.827,"ask advice need"
"Furhat",00:03:07.126,00:03:09.895,00:00:02.769,"no match 1st"
"Furhat",00:03:12.708,00:03:22.394,00:00:09.686,"give options"
"Furhat",00:03:24.975,00:03:28.057,00:00:03.082,"no match 2nd"
"Furhat",00:03:31.829,00:03:55.042,00:00:23.213,"give advice"
"Furhat",00:03:57.392,00:03:59.440,00:00:02.048,"ask if topic change"
"Furhat",00:04:02.852,00:04:04.425,00:00:01.573,"ask for topic"
"Furhat",00:04:07.715,00:04:09.171,00:00:01.456,"CR"
"Furhat",00:04:12.108,00:04:18.070,00:00:05.962,"give options"
"Furhat",00:04:21.153,00:04:31.460,00:00:10.307,"ask advice need"
"Furhat",00:04:35.514,00:04:37.448,00:00:01.934,"ask open question"
"Furhat",00:04:55.000,00:05:12.504,00:00:17.504,"give advice"
"Furhat",00:05:17.018,00:05:19.413,00:00:02.395,"ask open question"
"Furhat",00:05:30.928,00:05:48.629,00:00:17.701,"give advice"
"Furhat",00:05:54.087,00:05:54.950,00:00:00.863,"no voice recognized 1st"
"Furhat",00:05:57.740,00:06:01.634,00:00:03.894,"ask if topic change"
"Furhat",00:06:06.888,00:06:07.945,00:00:01.057,"no voice recognized 1st"
"Furhat",00:06:11.569,00:06:12.927,00:00:01.358,"goodbye"
