Participant No,speaker,start,end,duration,text
5,Furhat,00:00:53.992,00:00:56.780,00:00:02.788,no match 1st
5,Silence,00:00:56.780,00:00:57.641,00:00:00.861,silence
5,DF,00:00:57.640,00:00:57.830,00:00:00.190,FP
5,Participant,00:00:57.641,00:01:04.921,00:00:07.280, eh i wor- i've worked in two jobs so far eh both were as a working student in software engineering
5,DF,00:00:57.840,00:00:58.780,00:00:00.940,SUB
5,DF,00:01:01.181,00:01:01.550,00:00:00.369,FP
5,Silence,00:01:04.921,00:01:06.469,00:00:01.548,silence
5,Furhat,00:01:06.469,00:01:08.875,00:00:02.406,ask experience
5,Silence,00:01:08.875,00:01:09.840,00:00:00.965,silence
5,Participant,00:01:09.840,00:01:20.211,00:00:10.371,ehm w- workwise eh i got my first job in 2018 so this is five years now al- almost yeah 
5,DF,00:01:09.840,00:01:10.565,00:00:00.725,FP
5,DF,00:01:10.630,00:01:11.812,00:00:01.182,REP
5,DF,00:01:18.572,00:01:19.620,00:00:01.048,REP
5,Silence,00:01:20.211,00:01:21.916,00:00:01.705,silence
5,Furhat,00:01:21.916,00:01:29.012,00:00:07.096,ask open question
5,Silence,00:01:29.012,00:01:29.285,00:00:00.273,silence
5,Participant,00:01:29.285,00:01:34.453,00:00:05.168,no i've i i have a bechelors degree you misunderstood me eh sorry 
5,DF,00:01:29.755,00:01:31.163,00:00:01.408,SUB
5,Silence,00:01:34.453,00:01:35.922,00:00:01.469,silence
5,Furhat,00:01:35.922,00:01:39.712,00:00:03.790,ask advice need
5,Silence,00:01:39.712,00:01:41.244,00:00:01.532,silence
5,Participant,00:01:41.244,00:01:45.137,00:00:03.893,ehm i don't know i mean what advice can you offer
5,DF,00:01:41.257,00:01:42.150,00:00:00.893,FP
5,Silence,00:01:45.137,00:01:46.812,00:00:01.675,silence
5,Furhat,00:01:46.812,00:01:49.533,00:00:02.721,no match 1st
5,Silence,00:01:49.533,00:01:50.717,00:00:01.184,silence
5,Participant,00:01:50.717,00:01:58.030,00:00:07.313,ehm what what what tips do you have for writing a cv what are my options
5,DF,00:01:50.854,00:01:51.497,00:00:00.643,FP
5,DF,00:01:51.901,00:01:53.183,00:00:01.282,REP
5,DF,00:01:55.999,00:01:56.990,00:00:00.991,UP
5,Furhat,00:01:57.955,00:02:00.801,00:00:02.846,no match 2nd
5,Overlap,00:01:57.955,00:01:58.030,00:00:00.075,ehm what what what tips do you have for writing a cv what are my options no match 2nd
5,Silence,00:02:00.801,00:02:01.164,00:00:00.363,silence
5,Participant,00:02:01.164,00:02:02.931,00:00:01.767,what are what are my options
5,DF,00:02:01.164,00:02:02.000,00:00:00.836,REP
5,Silence,00:02:02.931,00:02:04.252,00:00:01.321,silence
5,Furhat,00:02:04.252,00:02:14.122,00:00:09.870,give options
5,Silence,00:02:14.122,00:02:14.418,00:00:00.296,silence
5,Participant,00:02:14.418,00:02:17.815,00:00:03.397,ehm can you give me some advice about cv structure
5,DF,00:02:14.418,00:02:15.130,00:00:00.712,FP
5,Silence,00:02:17.815,00:02:19.084,00:00:01.269,silence
5,Furhat,00:02:19.084,00:02:28.880,00:00:09.796,give options
5,Silence,00:02:28.880,00:02:29.133,00:00:00.253,silence
5,Participant,00:02:29.133,00:02:30.797,00:00:01.664,cv structure
5,Silence,00:02:30.797,00:02:32.539,00:00:01.742,silence
5,Furhat,00:02:32.539,00:03:05.552,00:00:33.013,give advice
5,Silence,00:03:05.552,00:03:05.879,00:00:00.327,silence
5,Participant,00:03:05.879,00:03:06.551,00:00:00.672,no
5,Silence,00:03:06.551,00:03:08.101,00:00:01.550,silence
5,Furhat,00:03:08.101,00:03:09.763,00:00:01.662,ask if topic change
5,Silence,00:03:09.763,00:03:10.054,00:00:00.291,silence
5,Participant,00:03:10.054,00:03:12.525,00:00:02.471,yeah let's talk about job interviews now
5,Silence,00:03:12.525,00:03:13.296,00:00:00.771,silence
5,Furhat,00:03:13.296,00:03:24.388,00:00:11.092,ask for advice need
5,Silence,00:03:24.388,00:03:24.544,00:00:00.156,silence
5,Participant,00:03:24.544,00:03:26.760,00:00:02.216,yeah then let's talk about preparation
5,Silence,00:03:26.760,00:03:29.755,00:00:02.995,silence
5,Furhat,00:03:29.755,00:03:30.790,00:00:01.035,no voice recognized 1st
5,Silence,00:03:30.790,00:03:31.676,00:00:00.886,silence
5,Participant,00:03:31.676,00:03:33.004,00:00:01.328,preparation
5,Silence,00:03:33.004,00:03:35.402,00:00:02.398,silence
5,Furhat,00:03:35.402,00:03:37.528,00:00:02.126,ask open question
5,Silence,00:03:37.528,00:03:39.541,00:00:02.013,silence
5,Participant,00:03:39.541,00:03:52.400,00:00:12.859,i don't know i research the job and then i have a look at the at the company to have some information about that beforehand and yeah otherwise i don't know i just present myself
5,DF,00:03:43.450,00:03:44.510,00:00:01.060,REP
5,Silence,00:03:52.400,00:03:53.958,00:00:01.558,silence
5,Furhat,00:03:53.958,00:04:11.193,00:00:17.235,give advice
5,Silence,00:04:11.193,00:04:11.491,00:00:00.298,silence
5,Participant,00:04:11.491,00:04:14.204,00:00:02.713,yeah then let's talk about technical skills
5,Overlap,00:04:13.659,00:04:14.204,00:00:00.545,yeah then let's talk about technical skills give options
5,Furhat,00:04:13.659,00:04:20.849,00:00:07.190,give options
5,Silence,00:04:20.849,00:04:21.031,00:00:00.182,silence
5,Participant,00:04:21.031,00:04:22.360,00:00:01.329,technical test
5,Silence,00:04:22.360,00:04:26.301,00:00:03.941,silence
5,Furhat,00:04:26.301,00:04:27.133,00:00:00.832,no voice recognizes 1st
5,Silence,00:04:27.133,00:04:28.327,00:00:01.194,silence
5,Participant,00:04:28.327,00:04:29.851,00:00:01.524,technical test
5,Silence,00:04:29.851,00:04:31.211,00:00:01.360,silence
5,Furhat,00:04:31.211,00:04:33.604,00:00:02.393,ask open question
5,Silence,00:04:33.604,00:04:34.720,00:00:01.116,silence
5,Participant,00:04:34.720,00:04:53.120,00:00:18.400,ehm i think i should eh think about what eh specific role i have there and then think about maybe easy tasks that i could eh do for that so for example i don't know for one eh job interview i for example had to explain what an rest api is
5,DF,00:04:34.720,00:04:35.350,00:00:00.630,FP
5,DF,00:04:36.960,00:04:37.280,00:00:00.320,FP
5,DF,00:04:38.500,00:04:38.880,00:00:00.380,FP
5,DF,00:04:44.390,00:04:44.800,00:00:00.410,FP
5,DF,00:04:48.310,00:04:48.710,00:00:00.400,FP
5,Overlap,00:04:51.885,00:04:53.120,00:00:01.235,ehm i think i should eh think about what eh specific role i have there and then think about maybe easy tasks that i could eh do for that so for example i don't know for one eh job interview i for example had to explain what an rest api is give advice
5,Furhat,00:04:51.885,00:05:13.380,00:00:21.495,give advice
5,Silence,00:05:13.380,00:05:14.011,00:00:00.631,silence
5,Participant,00:05:14.011,00:05:16.189,00:00:02.178,what are my options again
5,Silence,00:05:16.189,00:05:17.287,00:00:01.098,silence
5,Furhat,00:05:17.287,00:05:23.484,00:00:06.197,give options
5,Silence,00:05:23.484,00:05:23.540,00:00:00.056,silence
5,Participant,00:05:23.540,00:05:26.764,00:00:03.224,yeah then let's talk about the interview questions
5,Silence,00:05:26.764,00:05:28.752,00:00:01.988,silence
5,Furhat,00:05:28.752,00:05:29.888,00:00:01.136,no voice recognized 1st
5,Silence,00:05:29.888,00:05:30.399,00:00:00.511,silence
5,Participant,00:05:30.399,00:05:32.221,00:00:01.822,interview questions
5,Silence,00:05:32.221,00:05:33.464,00:00:01.243,silence
5,Furhat,00:05:33.464,00:05:35.774,00:00:02.310,ask open question
5,Silence,00:05:35.774,00:05:37.193,00:00:01.419,silence
5,Participant,00:05:37.193,00:05:39.994,00:00:02.801,i don't know usually i'm not the one who asks
5,Silence,00:05:39.994,00:05:41.217,00:00:01.223,silence
5,Furhat,00:05:41.217,00:05:59.825,00:00:18.608,give advice
5,Silence,00:05:59.825,00:06:00.168,00:00:00.343,silence
5,Participant,00:06:00.168,00:06:00.930,00:00:00.762,no
5,Silence,00:06:00.930,00:06:02.435,00:00:01.505,silence
5,Furhat,00:06:02.435,00:06:06.732,00:00:04.297,ask if topic change
5,Silence,00:06:06.732,00:06:07.164,00:00:00.432,silence
5,Participant,00:06:07.164,00:06:08.319,00:00:01.155,no thank you
5,Silence,00:06:08.319,00:06:09.679,00:00:01.360,silence
5,Furhat,00:06:09.679,00:06:12.526,00:00:02.847,goodbye
6,Furhat,00:00:00.177,00:00:01.624,00:00:01.447,greeting
6,Silence,00:00:01.624,00:00:02.760,00:00:01.136,silence
6,Participant,00:00:02.760,00:00:06.870,00:00:04.110,ehm i'm fine actually so what are my opti-
6,DF,00:00:02.826,00:00:03.459,00:00:00.633,FP
6,Furhat,00:00:06.497,00:00:08.990,00:00:02.493,no match 1st
6,Overlap,00:00:06.497,00:00:06.870,00:00:00.373,overlap
6,Overlap,00:00:08.199,00:00:08.990,00:00:00.791,overlap
6,Participant,00:00:08.199,00:00:08.995,00:00:00.796,what
6,Silence,00:00:08.995,00:00:09.533,00:00:00.538,silence
6,Participant,00:00:09.533,00:00:10.893,00:00:01.360,what are my options
6,Silence,00:00:10.893,00:00:12.078,00:00:01.185,silence
6,Furhat,00:00:12.078,00:00:17.343,00:00:05.265,give options
6,Silence,00:00:17.343,00:00:19.120,00:00:01.777,silence
6,Participant,00:00:19.120,00:00:20.231,00:00:01.111,interviews
6,Silence,00:00:20.231,00:00:21.742,00:00:01.511,silence
6,Furhat,00:00:21.742,00:00:22.970,00:00:01.228,CR
6,Silence,00:00:22.970,00:00:23.121,00:00:00.151,silence
6,Participant,00:00:23.121,00:00:24.123,00:00:01.002,interviews
6,Silence,00:00:24.123,00:00:25.146,00:00:01.023,silence
6,Furhat,00:00:25.146,00:00:37.770,00:00:12.624,ask for advice need
6,Silence,00:00:37.770,00:00:39.770,00:00:02.000,silence
6,Participant,00:00:39.770,00:00:44.732,00:00:04.962,it was eh i- it would be nice if you say something about the preparation
6,DF,00:00:39.778,00:00:41.185,00:00:01.407,SUB
6,Silence,00:00:44.732,00:00:46.637,00:00:01.905,silence
6,Furhat,00:00:46.637,00:00:48.310,00:00:01.673,CR
6,Silence,00:00:48.310,00:00:49.144,00:00:00.834,silence
6,Participant,00:00:49.144,00:00:50.245,00:00:01.101,preparation
6,Silence,00:00:50.245,00:00:51.336,00:00:01.091,silence
6,Furhat,00:00:51.336,00:00:54.364,00:00:03.028,ask open question
6,Silence,00:00:54.364,00:00:55.929,00:00:01.565,silence
6,Participant,00:00:55.929,00:00:57.606,00:00:01.677,what i think about it
6,Silence,00:00:57.606,00:00:58.898,00:00:01.292,silence
6,Furhat,00:00:58.898,00:01:16.313,00:00:17.415,give advice
6,Silence,00:01:16.313,00:01:17.477,00:00:01.164,silence
6,DF,00:01:17.477,00:01:19.042,00:00:01.565,FP
6,Participant,00:01:17.477,00:01:24.577,00:00:07.100,ehm eh yes how can i react when i'm nervous
6,DF,00:01:19.046,00:01:19.933,00:00:00.887,UP
6,Silence,00:01:24.577,00:01:25.750,00:00:01.173,silence
6,Furhat,00:01:25.750,00:01:28.296,00:00:02.546,no match 1st
6,Silence,00:01:28.296,00:01:28.369,00:00:00.073,silence
6,Participant,00:01:28.369,00:01:29.685,00:00:01.316,what are my options
6,Silence,00:01:29.685,00:01:33.364,00:00:03.679,silence
6,Participant,00:01:33.364,00:01:34.637,00:00:01.273,what are my opt-
6,Furhat,00:01:34.064,00:01:34.766,00:00:00.702,no voice recognized 1st
6,Overlap,00:01:34.064,00:01:34.637,00:00:00.573,overlap
6,Silence,00:01:34.766,00:01:35.393,00:00:00.627,silence
6,Participant,00:01:35.393,00:01:37.562,00:00:02.169,what are my options
6,Silence,00:01:37.562,00:01:38.974,00:00:01.412,silence
6,Furhat,00:01:38.974,00:01:45.351,00:00:06.377,give options
6,Silence,00:01:45.351,00:01:50.430,00:00:05.079,silence
6,Participant,00:01:50.430,00:01:51.140,00:00:00.710,what
6,Overlap,00:01:50.590,00:01:51.140,00:00:00.550,overlap
6,Furhat,00:01:50.590,00:01:53.092,00:00:02.502,no voice recognized 2nd
6,Participant,00:01:51.691,00:01:52.490,00:00:00.799,what are my
6,Overlap,00:01:51.691,00:01:52.490,00:00:00.799,overlap
6,Silence,00:01:53.092,00:01:53.313,00:00:00.221,silence
6,DF,00:01:53.313,00:01:53.462,00:00:00.149,FP
6,Participant,00:01:53.313,00:01:57.800,00:00:04.487,eh yes i can what are my options
6,Silence,00:01:57.800,00:01:58.761,00:00:00.961,silence
6,Furhat,00:01:58.761,00:02:06.014,00:00:07.253,give options
6,Silence,00:02:06.014,00:02:10.487,00:00:04.473,silence
6,DF,00:02:10.487,00:02:10.750,00:00:00.263,FP
6,Participant,00:02:10.487,00:02:13.930,00:00:03.443,eh what technical test you are talking about
6,Overlap,00:02:11.520,00:02:13.930,00:00:02.410,overlap
6,Furhat,00:02:11.520,00:02:16.310,00:00:04.790,no voice recognized 3rd
6,Silence,00:02:16.310,00:02:18.003,00:00:01.693,silence
6,DF,00:02:18.003,00:02:18.477,00:00:00.474,FP
6,Participant,00:02:18.003,00:02:20.676,00:00:02.673,eh what are my options
6,Silence,00:02:20.676,00:02:21.579,00:00:00.903,silence
6,Furhat,00:02:21.579,00:02:27.901,00:00:06.322,give options
6,Silence,00:02:27.901,00:02:31.916,00:00:04.015,silence
6,DF,00:02:31.916,00:02:43.379,00:00:11.463,CD
6,Participant,00:02:31.916,00:02:43.379,00:00:11.463,how does a technical question how does th- this te- eh technical int- the technical interview how does it look like
6,Overlap,00:02:35.860,00:02:39.222,00:00:03.362,overlap
6,Furhat,00:02:35.860,00:02:39.222,00:00:03.362,no match 2nd
6,Silence,00:02:43.379,00:02:44.551,00:00:01.172,silence
6,Furhat,00:02:44.551,00:02:49.038,00:00:04.487,no voice recognized 3rd
6,Silence,00:02:49.038,00:02:51.239,00:00:02.201,silence
6,Participant,00:02:51.239,00:02:53.286,00:00:02.047,what are my options
6,Silence,00:02:53.286,00:02:54.556,00:00:01.270,silence
6,Furhat,00:02:54.556,00:02:55.141,00:00:00.585,CR
6,Silence,00:02:55.141,00:02:56.516,00:00:01.375,silence
6,Participant,00:02:56.516,00:02:58.755,00:00:02.239,what are my options
6,Silence,00:02:58.755,00:02:59.849,00:00:01.094,silence
6,Furhat,00:02:59.849,00:03:06.839,00:00:06.990,give options
6,Silence,00:03:06.839,00:03:07.027,00:00:00.188,silence
6,Participant,00:03:07.027,00:03:10.110,00:00:03.083,yes technical test what is that
6,Silence,00:03:10.110,00:03:12.688,00:00:02.578,silence
6,Participant,00:03:12.688,00:03:14.218,00:00:01.530,the technical test
6,Silence,00:03:14.218,00:03:15.370,00:00:01.152,silence
6,Furhat,00:03:15.370,00:03:16.485,00:00:01.115,CR
6,Silence,00:03:16.485,00:03:17.896,00:00:01.411,silence
6,Participant,00:03:17.896,00:03:21.660,00:00:03.764,technical test i don't understand wha-
6,Overlap,00:03:21.470,00:03:21.660,00:00:00.190,overlap
6,Furhat,00:03:21.470,00:03:26.110,00:00:04.640,ask open question
6,Overlap,00:03:22.687,00:03:23.070,00:00:00.383,overlap
6,Participant,00:03:22.687,00:03:23.070,00:00:00.383,yeah
6,Silence,00:03:26.110,00:03:27.529,00:00:01.419,silence
6,Participant,00:03:27.529,00:03:30.750,00:00:03.221,oh ehm i did a-
6,DF,00:03:28.178,00:03:29.042,00:00:00.864,FP
6,DF,00:03:29.042,00:03:30.050,00:00:01.008,UP
6,Furhat,00:03:30.530,00:03:52.441,00:00:21.911,give advice
6,Overlap,00:03:30.530,00:03:30.750,00:00:00.220,overlap
6,Participant,00:03:37.248,00:03:37.986,00:00:00.738,ah okay
6,Overlap,00:03:37.248,00:03:37.986,00:00:00.738,overlap
6,Silence,00:03:52.441,00:03:53.208,00:00:00.767,silence
6,Participant,00:03:53.208,00:03:56.345,00:00:03.137,thank you you helped me very much
6,Furhat,00:03:55.759,00:03:58.297,00:00:02.538,no match 1st
6,Overlap,00:03:55.759,00:03:56.345,00:00:00.586,overlap
6,Silence,00:03:58.297,00:04:00.592,00:00:02.295,silence
6,Participant,00:04:00.592,00:04:03.820,00:00:03.228,ah okay okay thank you very much
6,Overlap,00:04:03.606,00:04:03.820,00:00:00.214,overlap
6,Furhat,00:04:03.606,00:04:10.851,00:00:07.245,give options
6,Silence,00:04:10.851,00:04:13.167,00:00:02.316,silence
6,Participant,00:04:13.167,00:04:14.832,00:00:01.665,no thank you
6,Silence,00:04:14.832,00:04:16.255,00:00:01.423,silence
6,Furhat,00:04:16.255,00:04:20.193,00:00:03.938,ask if topic change
6,Silence,00:04:20.193,00:04:22.179,00:00:01.986,silence
6,Participant,00:04:22.179,00:04:24.866,00:00:02.687,thank you very much
6,Silence,00:04:24.866,00:04:26.047,00:00:01.181,silence
6,Furhat,00:04:26.047,00:04:28.879,00:00:02.832,goodbye
6,Silence,00:04:28.879,00:04:29.427,00:00:00.548,silence
6,Participant,00:04:29.427,00:04:30.690,00:00:01.263,have a nice day
7,Furhat,00:00:00.358,00:00:02.429,00:00:02.071,greeting
7,Silence,00:00:02.429,00:00:03.159,00:00:00.730,silence
7,Participant,00:00:03.159,00:00:05.905,00:00:02.746,hi eh what can you help me with what are my options
7,DF,00:00:03.754,00:00:03.950,00:00:00.196,FP
7,Silence,00:00:05.905,00:00:07.682,00:00:01.777,silence
7,Furhat,00:00:07.682,00:00:10.190,00:00:02.508,no match 1st
7,Silence,00:00:10.190,00:00:10.453,00:00:00.263,silence
7,Participant,00:00:10.453,00:00:11.732,00:00:01.279,what are my options
7,Silence,00:00:11.732,00:00:13.127,00:00:01.395,silence
7,Furhat,00:00:13.127,00:00:18.436,00:00:05.309,give options
7,Silence,00:00:18.436,00:00:18.541,00:00:00.105,silence
7,Participant,00:00:18.541,00:00:20.390,00:00:01.849,yes can we talk about resumes
7,Silence,00:00:20.390,00:00:21.749,00:00:01.359,silence
7,Furhat,00:00:21.749,00:00:22.464,00:00:00.715,CR
7,Silence,00:00:22.464,00:00:22.721,00:00:00.257,silence
7,Participant,00:00:22.721,00:00:24.456,00:00:01.735,can we talk about resumes
7,Silence,00:00:24.456,00:00:25.958,00:00:01.502,silence
7,Furhat,00:00:25.958,00:00:33.356,00:00:07.398,ask education
7,Silence,00:00:33.356,00:00:33.689,00:00:00.333,silence
7,Participant,00:00:33.689,00:00:36.054,00:00:02.365,i'm currently doing by bachelors degree
7,Silence,00:00:36.054,00:00:37.362,00:00:01.308,silence
7,Furhat,00:00:37.362,00:00:38.812,00:00:01.450,ask positions
7,Silence,00:00:38.812,00:00:39.691,00:00:00.879,silence
7,Participant,00:00:39.691,00:00:41.446,00:00:01.755,what kind of positions do you mean
7,Silence,00:00:41.446,00:00:42.906,00:00:01.460,silence
7,Furhat,00:00:42.906,00:00:45.686,00:00:02.780,no match 1st
7,Silence,00:00:45.686,00:00:46.090,00:00:00.404,silence
7,Participant,00:00:46.090,00:00:47.684,00:00:01.594,can you repeat the question
7,Silence,00:00:47.684,00:00:48.933,00:00:01.249,silence
7,Furhat,00:00:48.933,00:00:52.537,00:00:03.604,no match 2nd
7,Silence,00:00:52.537,00:00:53.063,00:00:00.526,silence
7,Participant,00:00:53.063,00:00:54.989,00:00:01.926,yes what do you mean by position
7,Silence,00:00:54.989,00:00:56.633,00:00:01.644,silence
7,Furhat,00:00:56.633,00:01:00.828,00:00:04.195,no match 3rd
7,Silence,00:01:00.828,00:01:01.766,00:00:00.938,silence
7,Participant,00:01:01.766,00:01:05.973,00:00:04.207,oh ehm i currently work next to my studies if that's what you mean
7,DF,00:01:02.193,00:01:02.457,00:00:00.264,FP
7,Silence,00:01:05.973,00:01:07.995,00:00:02.022,silence
7,Furhat,00:01:07.995,00:01:11.869,00:00:03.874,no match 3rd
7,Silence,00:01:11.869,00:01:12.047,00:00:00.178,silence
7,Participant,00:01:12.047,00:01:12.780,00:00:00.733,one
7,Silence,00:01:12.780,00:01:17.343,00:00:04.563,silence
7,Furhat,00:01:17.343,00:01:18.372,00:00:01.029,no voice recognized 1st
7,Silence,00:01:18.372,00:01:19.071,00:00:00.699,silence
7,Participant,00:01:19.071,00:01:20.390,00:00:01.319,one position
7,Silence,00:01:20.390,00:01:21.922,00:00:01.532,silence
7,Furhat,00:01:21.922,00:01:22.650,00:00:00.728,CR
7,Silence,00:01:22.650,00:01:22.913,00:00:00.263,silence
7,Participant,00:01:22.913,00:01:23.430,00:00:00.517,one
7,Silence,00:01:23.430,00:01:24.988,00:00:01.558,silence
7,Furhat,00:01:24.988,00:01:28.806,00:00:03.818,ask experience
7,Silence,00:01:28.806,00:01:29.753,00:00:00.947,silence
7,Participant,00:01:29.753,00:01:31.211,00:00:01.458,three years now
7,Silence,00:01:31.211,00:01:33.732,00:00:02.521,silence
7,Furhat,00:01:33.732,00:01:40.677,00:00:06.945,ask open question
7,Silence,00:01:40.677,00:01:42.161,00:00:01.484,silence
7,Participant,00:01:42.161,00:01:53.534,00:00:11.373,i don't know what the companies want to see on the cv i don't know which one i should which which of  my abilities and which of my education and what is the most important thing that i should display in it
7,DF,00:01:45.680,00:01:48.950,00:00:03.270,SUB
7,Silence,00:01:53.534,00:01:55.137,00:00:01.603,silence
7,Furhat,00:01:55.137,00:01:59.319,00:00:04.182,ask advice need
7,Silence,00:01:59.319,00:02:00.290,00:00:00.971,silence
7,DF,00:02:00.290,00:02:00.868,00:00:00.578,FP
7,Participant,00:02:00.290,00:02:09.540,00:00:09.250,ehm what is the best option to find a tech job what kind of skills should i put in my cv
7,Silence,00:02:09.540,00:02:11.587,00:00:02.047,silence
7,Furhat,00:02:11.587,00:02:21.169,00:00:09.582,give options
7,Silence,00:02:21.169,00:02:21.741,00:00:00.572,silence
7,Participant,00:02:21.741,00:02:24.393,00:00:02.652,i would like to know how to write my first cv
7,Silence,00:02:24.393,00:02:25.846,00:00:01.453,silence
7,Furhat,00:02:25.846,00:02:28.550,00:00:02.704,no match 1st
7,Silence,00:02:28.550,00:02:28.736,00:00:00.186,silence
7,Participant,00:02:28.736,00:02:31.625,00:00:02.889,i would like to know how to write my first cv
7,Silence,00:02:31.625,00:02:32.915,00:00:01.290,silence
7,Furhat,00:02:32.915,00:02:57.842,00:00:24.927,give advice
7,Silence,00:02:57.842,00:02:58.025,00:00:00.183,silence
7,Participant,00:02:58.025,00:02:58.796,00:00:00.771,yes please
7,Silence,00:02:58.796,00:03:00.190,00:00:01.394,silence
7,Furhat,00:03:00.190,00:03:03.017,00:00:02.827,ask advice need
7,Silence,00:03:03.017,00:03:04.219,00:00:01.202,silence
7,DF,00:03:04.210,00:03:04.520,00:00:00.310,FP
7,Participant,00:03:04.219,00:03:05.826,00:00:01.607,eh the stucture again
7,Silence,00:03:05.826,00:03:07.126,00:00:01.300,silence
7,Furhat,00:03:07.126,00:03:09.895,00:00:02.769,no match 1st
7,Silence,00:03:09.895,00:03:10.081,00:00:00.186,silence
7,Participant,00:03:10.081,00:03:11.409,00:00:01.328,what are my options
7,Silence,00:03:11.409,00:03:12.708,00:00:01.299,silence
7,Furhat,00:03:12.708,00:03:22.394,00:00:09.686,give options
7,Silence,00:03:22.394,00:03:22.586,00:00:00.192,silence
7,Participant,00:03:22.586,00:03:24.929,00:00:02.343,i want to know more about the content
7,Silence,00:03:24.929,00:03:24.975,00:00:00.046,silence
7,Furhat,00:03:24.975,00:03:28.057,00:00:03.082,no match 2nd
7,Silence,00:03:28.057,00:03:28.080,00:00:00.023,silence
7,Participant,00:03:28.080,00:03:30.266,00:00:02.186,i want to know more about the content
7,Silence,00:03:30.266,00:03:31.829,00:00:01.563,silence
7,Furhat,00:03:31.829,00:03:55.042,00:00:23.213,give advice
7,Silence,00:03:55.042,00:03:55.262,00:00:00.220,silence
7,Participant,00:03:55.262,00:03:56.262,00:00:01.000,no thnak you
7,Silence,00:03:56.262,00:03:57.392,00:00:01.130,silence
7,Furhat,00:03:57.392,00:03:59.440,00:00:02.048,ask if topic change
7,Silence,00:03:59.440,00:03:59.762,00:00:00.322,silence
7,Participant,00:03:59.762,00:04:00.390,00:00:00.628,yes
7,Silence,00:04:00.390,00:04:02.852,00:00:02.462,silence
7,Furhat,00:04:02.852,00:04:04.425,00:00:01.573,ask for topic
7,Silence,00:04:04.425,00:04:04.631,00:00:00.206,silence
7,Participant,00:04:04.631,00:04:06.038,00:00:01.407,what are my options
7,Silence,00:04:06.038,00:04:07.715,00:00:01.677,silence
7,Furhat,00:04:07.715,00:04:09.171,00:00:01.456,CR
7,Overlap,00:04:09.041,00:04:09.171,00:00:00.130,overlap
7,Participant,00:04:09.041,00:04:10.425,00:00:01.384,what are my options
7,Silence,00:04:10.425,00:04:12.108,00:00:01.683,silence
7,Furhat,00:04:12.108,00:04:18.070,00:00:05.962,give options
7,Silence,00:04:18.070,00:04:18.154,00:00:00.084,silence
7,Participant,00:04:18.154,00:04:19.830,00:00:01.676,yes the interviews
7,Silence,00:04:19.830,00:04:21.153,00:00:01.323,silence
7,Furhat,00:04:21.153,00:04:31.460,00:00:10.307,ask advice need
7,Silence,00:04:31.460,00:04:31.953,00:00:00.493,silence
7,Participant,00:04:31.953,00:04:34.110,00:00:02.157,i would like to know more about the preparation
7,Silence,00:04:34.110,00:04:35.514,00:00:01.404,silence
7,Furhat,00:04:35.514,00:04:37.448,00:00:01.934,ask open question
7,Silence,00:04:37.448,00:04:38.850,00:00:01.402,silence
7,Participant,00:04:38.850,00:04:55.519,00:00:16.669,well most of the time i look at the companies website i look at what they do exactly what product they are selling abd wether my skills and qualifications match that product and then i try to kind of write the speech in my head how i introduce myself and connect my skills
7,DF,00:04:38.850,00:04:39.720,00:00:00.870,FP
7,Overlap,00:04:55.000,00:04:55.519,00:00:00.519,overlap
7,Furhat,00:04:55.000,00:05:12.504,00:00:17.504,give advice
7,Silence,00:05:12.504,00:05:12.745,00:00:00.241,silence
7,Participant,00:05:12.745,00:05:14.583,00:00:01.838,yes about the questions
7,Silence,00:05:14.583,00:05:17.018,00:00:02.435,silence
7,Furhat,00:05:17.018,00:05:19.413,00:00:02.395,ask open question
7,Silence,00:05:19.413,00:05:20.810,00:00:01.397,silence
7,DF,00:05:20.810,00:05:21.230,00:00:00.420,FP
7,Participant,00:05:20.810,00:05:29.284,00:00:08.474,well i want to ask about the salary for example and eh about the team that i'm going to work with and questions like that
7,DF,00:05:25.373,00:05:25.700,00:00:00.327,FP
7,Silence,00:05:29.284,00:05:30.928,00:00:01.644,silence
7,Furhat,00:05:30.928,00:05:48.629,00:00:17.701,give advice
7,Silence,00:05:48.629,00:05:48.791,00:00:00.162,silence
7,Participant,00:05:48.791,00:05:49.884,00:00:01.093,no thank you
7,Silence,00:05:49.884,00:05:54.087,00:00:04.203,silence
7,Furhat,00:05:54.087,00:05:54.950,00:00:00.863,no voice recognized 1st
7,Silence,00:05:54.950,00:05:55.274,00:00:00.324,silence
7,Participant,00:05:55.274,00:05:56.390,00:00:01.116,no thank you
7,Silence,00:05:56.390,00:05:57.740,00:00:01.350,silence
7,Furhat,00:05:57.740,00:06:01.634,00:00:03.894,ask if topic change
7,Silence,00:06:01.634,00:06:01.904,00:00:00.270,silence
7,Participant,00:06:01.904,00:06:03.044,00:00:01.140,no thank you
7,Silence,00:06:03.044,00:06:06.888,00:00:03.844,silence
7,Furhat,00:06:06.888,00:06:07.945,00:00:01.057,no voice recognized 1st
7,Silence,00:06:07.945,00:06:08.559,00:00:00.614,silence
7,Participant,00:06:08.559,00:06:10.176,00:00:01.617,no thank you so much
7,Silence,00:06:10.176,00:06:11.569,00:00:01.393,silence
7,Furhat,00:06:11.569,00:06:12.927,00:00:01.358,goodbye
